,1
label_1,0.3070911977622498
label_2,0.34857827300275857
label_3,0.3351137950171023
label_4,0.3241869504264381
label_5,0.31919890411063123
label_6,0.32036514528692356
label_7,0.3071804748022693
label_8,0.34020216036915335
label_9,0.31705640903072047
label_10,0.33359076703516627
