,1,2,3,4,5,6,7,8,9,10
label_1,0.3241246979622894,0.26165700131807135,0.32968236935033857,0.3175224016965143,0.3160841952088031,0.3101001802877495,0.3239763400784134,0.3101468063702913,0.31351638210062144,0.31693991670830957
label_2,0.2776328338130288,0.36321274405013276,0.3666969654916542,0.3463516049942453,0.3463994309730675,0.3382224322342577,0.3353614464304947,0.34297297203927546,0.34493342554578293,0.3450994897085396
label_3,0.32412453175748507,0.2903316084298622,0.3073785995474331,0.3446049506125008,0.3220242221076369,0.35448606260426313,0.33433867990603994,0.3305002172053423,0.33709230528328527,0.3316090858222869
label_4,0.43909118088379323,0.32830075382183604,0.33687030708146165,0.32307576084097106,0.31608435202345414,0.3358477663746455,0.32918838170166975,0.3332031754974878,0.32749105249304433,0.32725987986019917
label_5,0.293683434028402,0.32096589892334626,0.31990997731943543,0.2926111877220509,0.33795229752671063,0.3037401043228333,0.33638157745373026,0.3213662120054498,0.3193251447728222,0.32065394154515814
label_6,0.29368340390765474,0.32096592385708717,0.2970890561152339,0.3463515248322909,0.3278840758250772,0.30756731060462084,0.3302234942455761,0.31485676361695725,0.3217910955374833,0.31917228910468465
label_7,0.3314145524454799,0.3461122370261338,0.31990994794352884,0.3175225310302973,0.297766577410291,0.3113614516248632,0.3002759740408394,0.30154026685981766,0.30252096230014597,0.3109318598375421
label_8,0.29368346722448857,0.3564549256867181,0.33209187960788233,0.31000712298754857,0.3393717541629679,0.34058385479151176,0.3260689771095673,0.3385595923563097,0.3370922908125432,0.33304910917194996
label_9,0.34563504828905645,0.33907563521247364,0.31494030345076884,0.31000691626989346,0.32202398452075537,0.32621781938441213,0.31550575853166934,0.3241264228327821,0.3168451370910262,0.31694014977756024
label_10,0.2936832778951584,0.30972736141542,0.3199101868277619,0.3375473008987096,0.3220243544482343,0.31885309643185433,0.3176392502483886,0.3314033902969996,0.3282997763267785,0.32798818856192796
samples,300.0,600.0,900.0000000000001,1200.0,1500.0,1800.0,2100.0,2400.0,2700.0,3000.0
