,1,2,3,4,5,6,7,8,9,10
label_1,0.300652480423648,0.32794229798257285,0.3433511052208959,0.30757461327645863,0.3246455323924667,0.30333032914342734,0.3106518025167895,0.3135487389217925,0.3147548044726229,0.3165098060868982
label_2,0.3721724232519795,0.32054951471915466,0.3752525930248122,0.2962624155346405,0.33776094820950375,0.3439321610711732,0.3512518369427517,0.3480579729275423,0.3432365514150238,0.3449637138800541
label_3,0.35204377790638075,0.30549223905135026,0.3196255542914437,0.34785169562546975,0.31586109605075835,0.32110205194009295,0.33004959227030706,0.3312286442198152,0.3329485045892757,0.3314451078218698
label_4,0.27686185382116707,0.33874844929354936,0.32699742556999606,0.3408095832191555,0.3405779531198223,0.33557189837325413,0.3226626306088343,0.31927977929940055,0.32320676291378797,0.32703597460054784
label_5,0.28495691564500747,0.35614947590711304,0.3146447060216119,0.3246728976410613,0.3334662949662992,0.3296585082512489,0.32379460487154466,0.32761514482409004,0.32244543583426216,0.3204921594108563
label_6,0.4150457911992764,0.3093107886781373,0.32205979499080895,0.33015324368893156,0.3158734889346415,0.3211366105822615,0.32169130394055856,0.3257982490051731,0.3175134929952375,0.3190197392942235
label_7,0.30074333937429726,0.3016622423427382,0.2888591131639264,0.3209119062626769,0.30676036928435907,0.30214926327350444,0.31518455847216925,0.3089343776846679,0.3132582569520811,0.3106694160823509
label_8,0.31606446003829314,0.3628913581522494,0.3245444677231746,0.33375463858334437,0.34760936635968526,0.340416334385421,0.3185248118929953,0.33395026786970855,0.33217362726502725,0.33291100079067987
label_9,0.29297845732039657,0.3279524537259697,0.30193888233732397,0.3153473075042944,0.306776008292181,0.3185838076049204,0.3141592324790966,0.3117975596052809,0.318275431157413,0.3167090961515933
label_10,0.3000825777013335,0.2857921985162261,0.32154070512792343,0.32530493999791493,0.315537846939399,0.32876771191040044,0.3369108836186703,0.326061908783784,0.3289666304225651,0.32701314473637955
