,7,4,11,2,10,1,5,6,8,12,9,3,13,14
label_1,0.2684995785397443,0.2725579391526054,0.2800895229360949,0.296971343961468,0.3038572284850718,0.3135793179250484,0.3172820443000902,0.3173147263347373,0.3173738788194966,0.3174485937675578,0.31752936483295385,0.31761236091469425,0.3176961387001057,0.31778015429250717
label_2,0.34809580386516903,0.34906181932788877,0.3503308710269049,0.3511108763296621,0.3489946015804069,0.3461696949150071,0.3454002699916621,0.3454274963043366,0.3454858913343341,0.3455547374691754,0.345627124060122,0.3457006621362641,0.3457745190506969,0.3458484098209698
label_3,0.33088170863407257,0.3320476197792103,0.33384721618973073,0.33635302669555267,0.3353575637806542,0.3327446834131816,0.33193013249113906,0.33195633558825105,0.3320167953177057,0.3320891504461514,0.33216572166742636,0.3322437611022912,0.33232226885447136,0.3324008809862746
label_4,0.30791260669929205,0.31009323157878693,0.3136587464738646,0.3197127099844602,0.32279260774820673,0.3264767935163243,0.3275847784480084,0.32761539497325437,0.32767541913040044,0.3277484080482333,0.32782620114016503,0.3279056962193439,0.32798575015142484,0.32806594361656083
label_5,0.3132891320709668,0.31412080224354877,0.3156726040743491,0.31919573374253724,0.32055653333224654,0.3209228861782254,0.3209941933979382,0.3210194366114519,0.32108016624871927,0.32115488102885764,0.321234774016305,0.3213165505228824,0.3213989790835995,0.3214815955562636
label_6,0.3161339532508929,0.317011450525519,0.31832075242591173,0.32025299651881706,0.32048215191255525,0.31980103468027643,0.31951344887703104,0.31953903212468915,0.31960062035732867,0.3196759492698051,0.3197563837547379,0.3198386946751593,0.3199216647346889,0.3200048302056384
label_7,0.2837198668832134,0.28638134336294924,0.2908633099150401,0.2991999198959509,0.3043215310885665,0.30976075477677545,0.31128388294756687,0.31131314966850554,0.3113747883022732,0.31145172583947234,0.3115346384991104,0.3116198191251628,0.31170583586787365,0.3117921304278719
label_8,0.3372709620265504,0.33783090418241774,0.3386356292348334,0.3393519165221664,0.3377068709029254,0.33446717449015595,0.3333647676567526,0.33339280531974197,0.33345409853576924,0.33352642034665114,0.3336026360364719,0.33368020827879313,0.3337582098000743,0.3338363020932494
label_9,0.29563744080043064,0.29826329905504295,0.3027409050744154,0.3109882979208335,0.3146185006510086,0.3167697153762371,0.31728097361527413,0.31731030758910655,0.3173723476082854,0.3174482121141488,0.31752934459158005,0.31761243793271093,0.3176962302942359,0.3177802368432381
label_10,0.20427034582240053,0.21598693735648217,0.2403982385526636,0.30816559528506726,0.3349145121787442,0.3302713962742508,0.3283198297757044,0.32834013393474965,0.32840127950651943,0.3284747680640135,0.3285525412407879,0.3286318271384375,0.32871161283766076,0.328791522720716
lambdas,0.0,0.001,0.003,0.01,0.03,0.1,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
