,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
theta_123,0.16754211946690714,0.22675334648853143,0.37612771546615614,-0.019290207990477586,0.32195302025782657,0.22912221299449617,0.00289522330241597,-0.030294924353880683,0.11113893412815612,0.32202238287776164
theta_124,-0.10341445863238834,0.03746123213827771,0.06401275329534656,-0.1084033417022293,-0.016293937044583314,-0.053774225365330205,0.22629665291410045,-0.1395829650957189,0.12079281946898048,-0.08563253853009152
theta_125,0.0672652933106761,0.009085975875666886,-0.029901579432659333,-0.07366886127973472,0.07475415358476632,0.11104555683078134,-0.13503415650217848,0.07845517440955121,-0.19346358774901087,0.2200045513302247
theta_126,-0.03920428774676108,0.12395401550651465,-0.18250690669518943,-0.14196424116513703,-0.27506124336770343,-0.18414919942919367,0.331399346959735,0.04951942782953598,-0.24867911750469912,-0.23224142886602614
theta_127,-0.07957786816770485,-0.28065797997889735,-0.10481144627282983,0.10740396974469678,-0.18772375207943956,-0.31184540053485665,-0.15333472901562192,0.1353400687068253,-0.103306169030164,-0.13680228032120406
theta_128,-0.39073182380869725,-0.13820545413409543,-0.4365867052244745,0.13563334517196307,0.01284282911726207,-0.25826228094941567,0.20144133254455687,-0.33104173741691967,0.17113054658493052,-0.06447932666987054
theta_129,-0.19227177730253045,-0.4398295578385958,-0.351896695523833,0.27249789127361956,-0.09324303130632854,-0.0036162028278570717,-0.32006230773762934,-0.1282572941845834,0.15634340134063815,0.17141389419418218
theta_130,-0.004316363977464348,-0.22999753459294944,0.08447438635321289,0.008782832660629658,-0.018733974316936842,-0.1767865136541269,0.02782490055974393,-0.20723934985964135,0.24213160011476395,0.27126145889480047
theta_131,-0.27130973895437044,0.009759810901564076,-0.2740679290520625,0.2959187182669309,-0.07497822508096598,0.344648784343361,-0.17326624780415348,-0.143321034498013,0.17303288229783156,-0.08498481413454255
theta_132,-0.06814656621933264,-0.10889159114443384,-0.159074942864852,0.2852733878689306,0.09118317745710816,0.3709635042139462,0.05398121867530775,-0.028259194289199523,0.11508109711701944,0.27834259214122836
theta_133,-0.18640362500234547,0.05853139876617439,-0.05694888627057972,-0.31600070218696075,0.14319730228270927,-0.049667445159247016,-0.07876258253986745,0.17504820787190975,-0.04164990805721279,-0.10695910968697032
theta_134,-0.24715385423227515,0.2455966940167644,-0.034907925891573655,-0.22701511030174665,-0.2433190449721942,0.15809152483634953,-0.02790104253530623,0.008799168841630801,-0.3350340826249916,-0.018787637305261836
theta_135,-0.10538287046065307,-0.18806673228750673,-0.054691074397271174,-0.14806509271460067,0.24161474220446086,-0.4965482248564259,-0.15104343721635186,-0.09131438212151113,-0.3872831011756655,0.07190844817127219
theta_136,-0.06336803492525028,-0.2057282957595309,-0.025696003892090657,-0.1673351240299547,0.054664350440788476,0.02697888496713977,-0.2069549028096673,-0.13908246672598207,0.05720465198179342,0.18507503606378017
theta_137,0.2677598511046941,-0.004074358900467638,0.33371998799890557,-0.11240253451660755,0.2901215944688223,0.024533314085214152,0.32975547649004194,0.2919816701007567,0.24699764174062824,0.22003926642778868
theta_138,0.27219120130997876,0.40510383287438034,0.15849812065148125,0.40080239346690166,0.4368179779230886,0.09770084989910376,0.2900820522793838,0.27488452546746306,0.2886475480385859,0.42694471480526996
theta_139,0.2440556354521858,0.4275372780677258,0.11437053388197868,0.15973074850956517,0.3632687680638099,0.06982608127883647,0.2581239542278281,0.4421660752276104,0.13533238206068235,0.14515898761785373
theta_140,0.13750233769340614,0.3889054213535352,0.3750740808517879,0.021118261154616836,0.37928143670851616,0.4843807474679257,0.3734430862911496,0.1052649020379407,0.05806595028226072,0.31988958889123664
theta_141,0.02677198815550032,0.2753797860636755,0.1729235775228598,0.3520318901933314,0.34746916319725585,0.23732776528814511,0.2907255408903927,0.4037806796427639,0.09175567458285086,0.32089491057488817
theta_142,0.10247519427455251,0.1644692163777977,0.22388500481665766,-0.017493408892661065,0.41119107386341885,0.45715044774471675,0.05755026390119964,0.36727636404641856,0.07534341033407657,0.25772560500581054
