,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
theta_143,0.17337916871976763,0.17660240009826664,0.1698647007982933,0.19137502440538198,-0.05366054697468524,0.2632464508597965,0.027730692188347315,-0.13059393792762836,0.028809801092915484,0.26535767260351084
theta_144,-0.03765965249394337,0.07480894631368677,-0.0034575076049036565,0.17545510516246798,0.11237216489980273,-0.11509207365407172,-0.08855286772063894,-0.2123974850903387,-0.31955876516104126,0.01258035196320191
theta_145,0.03064650958580988,-0.22441298646127242,-0.09780849131603107,-0.004607034306029993,-0.22689059606607678,-0.3563813379544948,-0.09564292101982783,-0.16830193636081556,-0.29255726034634005,0.073197409447121
theta_146,-0.38666676374951,-0.09559031480523572,-0.07639199770632941,-0.003934300809082825,0.0683017503924498,-0.02621023828053179,0.06132179887811452,-0.17151583730216224,0.07087585092703431,-0.1928297864213179
theta_147,-0.17740195863689687,-0.2101981844855571,-0.41156057373252436,0.10639055028992093,0.03748497316189279,-0.05051896888531481,-0.01079379298365611,0.1927346816777906,0.2475879092123193,0.02177252391578862
theta_148,-0.03960806686476347,-0.059210921247443614,-0.02377482769214384,-0.07166319076947174,0.11235142670822186,0.058644936092869894,-0.31603163744660806,-0.048612817032144866,0.13918404227747963,0.162590809059101
theta_149,-0.0862982513420339,-0.4373785997224756,-0.2688166993931048,0.271288111282117,0.38985841542393807,0.2522872699145116,-0.3159634846941003,0.07366819748139333,-0.06034342399798788,-0.12300134474111142
theta_150,-0.4315970826322218,-0.33649217434985174,0.05165384595362923,0.07346718610790019,0.30471139446417095,-0.07447195121768184,-0.38139446031327623,-0.3863960310274819,-0.07362811579961635,-0.13311422369956766
theta_151,-0.33873382945907016,-0.17517264146085687,-0.13531421905216368,0.27187867171926416,-0.03747343037259442,-0.08126612434090687,-0.2274529960053467,0.06737573535436081,0.06271007704171462,-0.0889626515664914
theta_152,0.11692674717891842,0.17910983120350313,-0.38635050799606985,-0.04061840110299657,-0.20031136008247513,0.18356267902952952,-0.3051278463312145,0.04882303520715168,0.02088585314603658,-0.0976295540039993
theta_153,0.05495308555926416,0.21742878303508342,-0.07343894025113583,0.06422393371196548,-0.18001489777224855,0.0636120637923642,-0.27009769927189387,0.35066381683946396,0.06833061443880283,0.05398666161272616
theta_154,0.04441692295707336,0.22768335660655983,-0.021528558794583083,-0.022908925285480823,0.03987813522479203,0.22423185365716375,-0.3632614385964523,0.225740069981214,-0.2750041578299268,0.06048740608058558
theta_155,-0.09362308177204416,0.10604598805849196,-0.009564415615262044,-0.16151623977002683,0.07086155614631517,-0.06052700008695896,-0.10779757419688338,0.16997265845035298,-0.0406128957902342,0.1581163329539304
theta_156,-0.13090055265808423,-0.3023078093238769,0.28949467103837867,-0.3694076897218096,0.0694387345348549,-0.09002724449520834,-0.08336764648060088,0.18197303187808067,-0.1958998787905334,-0.047499361505688203
theta_157,0.007542791375547274,-0.16760308545633015,-0.027790927670516635,0.27022801767832216,0.2956863740142431,0.14118332331743394,0.0707637285114742,-0.02871265010065387,0.20372121619136602,-0.08726009804419846
theta_158,0.2748748892171311,0.0068689637243729285,0.4531017900096097,0.356284692243073,-0.024154230366793497,0.2732474285188187,0.42726453855523655,0.16853521525008774,0.31527415472358833,0.3267635455860011
theta_159,0.16570916219383103,0.0920785245510176,0.05505111487365538,0.13970541166121314,0.1134354504466984,0.26230238834852937,0.4378449785512494,0.4574230973729663,0.36198711032395997,0.10246208950530758
theta_160,0.38679763309925064,0.12504320479673864,0.14667011557310103,0.24701669523830325,0.4449275107767839,0.44673906107682715,0.18003543497856228,0.20503243014122297,0.004679568879479305,0.34234136599365644
theta_161,0.4187645514565361,0.19144664853003376,0.4847694595232416,0.47130871561293003,0.1818498709069536,0.20721281863723254,0.07288295118611912,0.40528552490652286,0.3597272642555759,0.44794983336849375
theta_162,0.44491438611773204,0.3259919196121092,0.3925999073986842,0.4178090387563093,0.18291688096638606,0.29174491613488157,0.3222028663826143,0.1398208897934017,0.06192632123505808,0.20207452465730028
theta_163,0.11945171006748946,0.15866750181587383,0.4443450490585907,-0.16999974447269459,0.25033751778432356,0.217188444781739,0.023689676277782786,0.10607807211786334,0.20687779936936918,0.1100315617663854
theta_164,-0.007095904321617,0.262639624188753,0.3909487962083689,0.11321720120814462,-0.21669917244738107,-0.08024422929559073,-0.15361095635664146,0.18104794575051256,-0.10205204470281345,-0.2506695643075474
theta_165,-0.4287971818896503,-0.1636012532722733,-0.054021721426564175,-0.349783253083304,0.06085575314107424,-0.22602784228284148,0.11009418465064304,-0.11448222992047857,-0.10087836859610506,-0.14950492846511904
theta_166,-0.174270561124271,-0.16410530583193472,-0.4248545362194611,-0.2800739938049048,0.07919957839183389,0.07533102773102109,0.16119749403482517,-0.0070572040860775054,-0.175678785972512,-0.1957187706943892
theta_167,-0.1261379316852505,-0.34811518485761106,-0.4976319106636797,-0.02021361545789843,-0.0992441899894202,0.0801696301006504,-0.13937732515225373,0.010701490128977744,-0.023622090516744007,0.020596787644202513
theta_168,-0.36246707231141945,-0.3426724251281255,-0.0773240873400023,0.2012340154456185,0.22913412215655546,-0.06082417332824918,0.05354413209799389,0.1664408653438614,0.07715258677277705,0.015725038478568553
theta_169,-0.16102339888406608,-0.11201980914819394,0.00750561117761114,-0.23404983638338708,0.11565191146025446,0.09593582875983198,-0.012242247663292747,0.3222118022070578,0.06490042774012107,-0.12628962825241383
theta_170,-0.35032438074301725,-0.17165487274540117,-0.17949342409321914,0.011965433996470036,0.05208356742342341,0.02014570951494335,-0.07434397520467277,0.18557582161155217,-0.1508487849005557,-0.07928604960307233
theta_171,-0.022015094038629186,0.223471888240521,-0.16581264998321887,-0.07683407212304826,-0.311615237692911,-0.09205232879482261,-0.29625178499325716,-0.1197637163804896,-0.06835544360324691,-0.3560145401597127
theta_172,-0.14840852652328293,0.323818335879228,-0.4219312355389087,0.16811404328367208,-0.34462310535089785,0.32676760001942023,-0.17351861973026975,0.3368733754047432,-0.008435078811511718,-0.000603600322968654
theta_173,0.29661970241402663,-0.09347751293478568,-0.35437607622157397,0.020980225865356993,-0.08917568297963496,0.38299094302008285,-0.049238044491041424,0.014124931236197489,-0.36785606939728416,0.026568002883539905
theta_174,0.14939909081252117,0.13584158294313653,-0.4702172107497555,-0.2983461937013933,-0.2900914811060573,0.3233473345969913,-0.16109232236688456,-0.36046639610966774,-0.2852837409634048,-0.20224334477706507
theta_175,0.026127794167666533,0.10132682891621055,-0.343980209479529,-0.22592022703296308,-0.07769156005734618,0.00506720999393912,0.04257498446326103,-0.23877516087570858,-0.2944969264237987,-0.04131711949618171
theta_176,-0.013583887577632363,-0.10949728434850498,0.1284101909667559,-0.3708585402494812,-0.11447912097357361,-0.2940454108179081,-0.1866930550077331,-0.05428304927014637,-0.16108964419712637,-0.19052443074564018
theta_177,0.10556588339112276,0.2080885290047937,0.021627496640234355,0.26941377254253596,0.20409644783539013,0.10707658056842248,0.007850411105649928,0.014393371661903685,0.06685904070590928,0.05490635745687502
theta_178,0.29323584290862165,0.08880277104858712,0.4527905768575456,0.25068303519585783,0.12246038110529232,0.006208587587806836,0.19835258336224332,0.2657625299084673,0.17052306689660496,0.42167810262307925
theta_179,0.065577013590926,0.04234804262407152,0.0782234967395064,0.03883981763159079,0.1492167665053649,0.42917808263620044,0.07270066457132882,0.45579025016598734,0.40459841901839705,0.4519123322434814
theta_180,0.3955467422571767,0.16427409769547036,0.03181346927754675,0.08450549871445527,0.34941435209939486,0.10918391756814638,0.20250815982440545,0.1143080289192406,0.38951102006696997,0.38462546900725625
theta_181,0.13454885985944023,0.375264911992987,0.26512157342927983,0.3871769007680584,0.004718921608615428,0.06985307639579008,0.05405656899984893,0.01486888758672974,0.29110020911788,0.05105206749193888
theta_182,-0.03695623028361937,0.39052467919230116,0.36889424418416467,0.025129528095073402,0.43009137806386566,0.13118819611662114,0.10744387721437287,0.1520330338917655,0.1489623661451059,0.24131373004904705
theta_183,0.05673361237998903,0.07666516037723851,-0.056451561834395904,-0.0819258367760445,-0.11102444556066604,0.16071864276000533,-0.053964895707044394,0.11969357733105393,0.14386792170383633,-0.11761138944635578
theta_184,-0.11828461662104685,0.2038702310344724,-0.03607180473085168,-0.256497380368545,0.029877944093966515,-0.32750887620644015,-0.1631413844922348,0.16158554437533496,-0.01966147593564598,-0.1407385069484952
theta_185,-0.2863416592283554,-0.12884248154101724,0.08072940904413718,-0.18032151564348642,-0.193094862384097,-0.14213185394496516,-0.14535058776079374,0.11251106772747207,0.0899977472030872,-0.1016560170705235
theta_186,-0.2765775550995415,-0.049983246048976866,-0.06713388242927949,-0.12919254277188905,-0.1977042420711777,0.105750015156219,0.11965491656592808,-0.03259418669753982,-0.03838196772917945,-0.174398050683744
theta_187,-0.045416965571947084,-0.18341740959813635,-0.03974998516886113,-0.2129250450056339,0.016630947023726764,-0.07496261581012625,-0.036432968711080864,-0.01701486184801547,-0.1748998471348128,-0.13349099035916542
theta_188,0.034378515189339806,-0.20726942059364406,0.0010839461435723152,-0.3549717805901498,-0.016061028763145534,0.059349288157486316,-0.00028343291583805916,0.013609419501119026,-0.3418323150305434,-0.026347878922387342
theta_189,0.19510974387228688,-0.30015043855962176,0.10360598959358958,0.0020163242994093874,-0.032289454468786234,-0.1653465609973509,-0.09039212419041538,-0.06071028852269779,-0.10323917214834166,-0.19993089953632676
theta_190,-0.0861962509270993,-0.2316973237405037,0.19214265402276823,-0.082915947386863,-0.22133934462383223,-0.29631425691442176,-0.5710212265234964,-0.11004223577695287,-0.2182944800065897,-0.5015525533168087
theta_191,0.24198474733472478,-0.16321702581691666,-0.15018102461703453,-0.1261762976407587,0.028038099030947443,-0.11543778727286692,-0.2553722222153103,-0.1127687239509848,-0.031141378942312337,-0.2876018192554905
theta_192,0.18791108518431035,-0.15415987015048827,-0.29129712383424794,-0.023473932673393507,-0.2947629823135079,-0.2084602514244222,0.0508142887535977,0.1531752023424728,-0.12656278383876476,-0.313893716328288
theta_193,0.3743317951556109,0.030389376230987867,-0.05801189175530396,-0.18445519991620515,0.0014238487912557809,0.08946018648049085,0.20091075525846278,-0.2865859160270248,-0.22294791734439126,-0.2685900145812085
theta_194,-0.1280415319015084,-0.16613405191798128,-0.38291939488442156,-0.306957675289044,-0.10427914805030626,0.07709189460431165,-0.1909020847066855,-0.3428068487015739,-0.2924321194551361,-0.16755444544797135
theta_195,0.09347082068414374,-0.35159005615042627,-0.16577040066170448,-0.11768181786954723,-0.032336284093948044,0.02131251859795284,0.03191774235574481,-0.30382822580483837,-0.2343718358410007,-0.07026567899377412
theta_196,-0.30533011739268134,-0.411360751193358,0.17384309129061154,-0.3198256914699926,-0.15456821211465913,-0.2174475485388526,0.026613245941393367,0.21748833760888303,-0.15774229470562007,0.036433940872648084
theta_197,0.09969372195829773,0.009783105229543218,0.15403524863820178,0.08402698500819239,0.08350756616037135,0.19643062749715184,0.20076054837330082,0.22139828707262602,0.15892358942884255,-0.01192177831632498
theta_198,0.3849242798704742,0.3016290325368466,0.10196219300571957,0.3527993343793213,0.09764458269187211,0.3826867167041827,0.3085582091968845,-0.022397681083596268,0.35284298616229853,0.4036750987022611
theta_199,0.48729177741562724,0.2354581319503262,0.32796032033693717,0.04743378589512162,0.4054617008777906,0.0955007219871022,0.12988397701045995,-0.013141299409458624,0.38677540916562886,0.4277541985031795
theta_200,0.44905740634809665,0.2760336056810093,0.05653108165434387,0.3802714069800604,0.10262592522792832,0.4453133175445161,0.14978707659033094,0.148827009525299,0.21240138238492529,0.44904491301969635
theta_201,0.4172927912744913,0.15595466125910218,0.370863376695025,0.19580207600141775,0.1289507601409866,0.15268107149273796,0.11115133140913151,0.37963007835666335,0.2985586844970671,0.19137248232975546
theta_202,0.15349533509308522,0.3029981102151751,0.09340615569225207,0.13286597459732588,0.1122650708421793,0.0986914124157915,-0.04988678573460651,0.24151972857384046,-0.04032209482061555,-0.0610142520949883
theta_203,0.12921254036511617,0.04813011952026133,-0.1089979351887423,-0.0070976721082427795,0.002445553311960997,-0.051056044575821836,-0.07207138877376085,0.15046057501385948,-0.14047116645130742,0.2835282461336246
theta_204,0.08257165830918081,-0.12928541919556052,-0.041412955222623116,-0.5247955261682529,0.015259596950990321,-0.08243448935454899,-0.49337586244922627,0.19382797253136966,0.03740924318687501,0.06759555627734733
theta_205,-0.328886419100807,-0.33294782399716955,0.04949614716446754,-0.2497887871575906,-0.33564735112449645,-0.34650219073018346,0.07006648869049596,-0.4053398522143523,-0.11952876179868606,0.11603126911442564
theta_206,-0.003916460675004578,0.06242586200542241,-0.1414988258565837,-0.4074577201570187,-0.037056203734897555,0.02835062668267503,0.05152816261906223,-0.08111201819751784,0.073602478935451,0.049418255414401896
theta_207,0.45623634279168523,0.07009512766452365,-0.10914462184695566,-0.06345973598707605,-0.12228744344100395,0.0819140526247645,0.23791413685323273,-0.30263798609282777,-0.3209919070821191,0.044610871043605504
theta_208,0.3937232282811907,-0.15738616861915533,0.018984644674939488,-0.046823397896628594,-0.03139954566099558,-0.05303995635783255,0.05232144477022902,-0.07305883571839167,-0.20839996462719884,-0.06459250272480342
theta_209,0.08281531642924292,0.042801411790739194,0.008115343737322294,-0.12522743221043653,0.08806055903308811,-0.16056531427363777,-0.48807554869657693,0.22196106045037284,0.1561921050450721,-0.45090402781886807
theta_210,0.14732551904587216,-0.13401014585682675,0.13203757630306165,0.041722887934522807,-0.1088445224757552,-0.21996874962670962,-0.3305262498336658,-0.021011866209641936,0.1121904309854701,-0.39170215656023705
theta_211,-0.07952596311658039,0.06972223188910046,-0.47876761727365064,0.03816707685485051,-0.299599137413648,-0.0501842469450077,-0.2820852535339092,0.060324702350590155,-0.13430810924811917,-0.30405089572688815
theta_212,0.21325992095555435,0.03304339711442938,-0.11773135134422856,-0.17642310290339164,-0.17336671030241918,0.007988312820487868,0.11502614084245658,-0.25180659687320917,0.015573973167033229,-0.10645144554418857
theta_213,-0.1424286795592675,-0.15580537148080204,-0.09238563420047856,-0.09635592475273762,-0.2393070961135869,-0.02171188093137178,-0.14668116051750388,-0.1957881378727865,-0.02239981661410011,-0.47914634954923
theta_214,-0.12054802372065807,-0.19574247880490414,-0.15166297270647508,0.025078594518907458,-0.3257015298201869,-0.10453067614834152,0.006224153645039663,-0.1299152002007276,-0.32562031138338793,-0.08298720649430488
theta_215,-0.1299939825054129,-0.2158767502483972,-0.196210871277146,-0.28085732626067567,0.09757078405702853,-0.023089715275947595,-0.20758720632730512,-0.3000905336479288,-0.17537832436581804,0.08987295199167931
theta_216,0.0819619109637901,-0.08509143975124568,-0.051353711151045346,-0.030870360162196298,0.08132506271437973,-0.11530924535897528,-0.18097702100898638,0.04322313532070017,-0.23753792806392993,-0.17307453216509236
theta_217,0.03772619429668,0.22001547664499752,0.032964699586494915,0.19788972631012944,0.07442387708892817,-0.07350647788090578,0.27889269250121657,0.37958833387834817,0.2901458166593665,-0.1097943018735242
theta_218,0.3236357465571815,0.09119298812397401,0.07703493494503927,0.3857397214920027,0.04417071549500277,0.031394059734903716,0.24277401271831747,0.34705060518472214,0.29760378361878526,0.04287199251464758
theta_219,0.08897820607389643,0.3859365405752023,0.4705064481368982,0.30462273400722867,0.2704476081642707,0.40819041429085395,0.3804734395510459,0.08075081023948431,0.2909886414424968,0.09737561683364866
theta_220,0.2070961814938948,0.16667589184750994,0.24837024965168686,0.1856246194095789,0.28602242230927055,0.3440105353157798,0.36563399763652854,0.1407465475898691,0.4836733227505946,0.06919825167012277
theta_221,0.4635597139031527,0.32697204029224436,-0.005198241476617299,0.12987838505323354,0.396952327097985,0.4645368189197159,0.19744944270422124,0.46372507181378875,0.10823793126829408,0.45040458814835876
theta_222,0.1324682839959024,0.20761467542005582,-0.022686083717348173,-0.09206106920495682,0.3613152480966802,0.5737428227994826,0.3974168388444692,0.17973016031474434,0.33103794931019387,0.28220351054649156
theta_223,0.18966725006148552,0.26064521103240046,0.2603118149459932,-0.1622645468590431,-0.14704381736538052,0.21026695353246228,-0.3192570696464872,-0.07529928027104438,-0.12464525967072858,0.17196292202719132
theta_224,-0.18798694419250797,-0.13430877372048933,-0.209459185950268,-0.3330557175288559,-0.2483016528145036,-0.2673723285133701,-0.26847628521247163,0.10643824187620454,-0.23749875809405607,-0.060293318083255165
theta_225,-0.33218910413062214,0.006744022235715191,-0.14671909759822716,-0.458228164748355,0.07956783077845976,-0.45612715158004713,0.009413390461930892,-0.14040285594555715,0.2882826474102962,-0.09834439285413903
theta_226,-0.009465774135696943,-0.3529407038120709,-0.0682666657218998,-0.2703846523015944,0.08680907703429513,-0.3377768382706287,-0.09728006641711452,-0.1392965259007485,-0.1918707348688401,-0.06783660645649363
theta_227,0.3334508719953287,-0.11538802383418822,0.1801648066832197,-0.3255163072733602,-0.2378957079260642,-0.43417527412790674,0.14983266365009443,-0.1060125500372759,-0.13792317842160098,-0.013389081044333607
theta_228,0.15774913619548575,-0.2040343462853884,0.00019129749505983546,0.027641396079689944,-0.04171679718976473,-0.12014937186265257,-0.18225162797296585,-0.07122495294880453,0.022394430197303226,-0.14423991027854274
theta_229,-0.006238856742836691,-0.3099357133655747,-0.08994396865664096,-0.31505500638672784,-0.38396792362439697,-0.11184505276867283,-0.13372676201529937,-0.048719998392125104,-0.12877250719402777,-0.3130417813225216
theta_230,-0.04187040742613222,-0.07493548663009195,-0.13303590350881703,-0.2843181764549979,-0.03768223914879375,-0.3371551372112386,-0.3810444986175819,0.05168520806680097,0.09059614462919523,-0.667080705143622
theta_231,-0.357260974795376,0.13252938028014033,-0.3833310438256325,-0.13577519370005803,-0.23770936029651413,-0.16422704300772983,0.17224701999805955,-0.003474180010213157,-0.12044014912108213,-0.5378337187293809
theta_232,-0.2033448122899544,0.17853393584503116,-0.3296235337738539,0.28190599131541144,-0.3241092175852589,-0.13136544704799796,-0.007720237701135823,0.08065014976619436,0.2408851826448817,-0.48318184250577856
theta_233,-0.12728080599406785,-0.06991286621345848,-0.37403340990384853,0.030112135464675432,-0.1966593532999146,-0.11124845932801002,-0.04230607723960189,-0.1363807931555417,-0.06439401411834549,-0.019195055068099914
theta_234,-0.31890919092812753,-0.26938483247937023,-0.1357739543354929,-0.3479351240608607,-0.08664024017679522,0.2610186864451167,-0.2960176804535242,-0.30208744314070585,-0.23801947951612104,-0.10680129518856789
theta_235,-0.30936542840401726,-0.16035705928116428,0.23527048296487685,-0.07524656747189676,-0.19804998579950156,-0.16704615374993334,-0.2899276444093821,-0.24896961198512646,-0.4290149115008451,-0.17970383279487903
theta_236,0.059791875608426526,-0.21714844163559524,-0.05626632276806744,-0.04490576918693658,-0.13253359652165397,-0.20678146306184383,0.154837219833164,0.20813093251710993,-0.11389794535882393,0.03757627629517767
theta_237,0.22210900718143617,0.21493955097384623,0.11223853943069939,0.01221782645321669,0.36092579315477735,0.13539408813638507,0.13836427715906716,0.18814045921101913,0.24833289061621414,0.12068618893607912
theta_238,0.4629478293343397,0.23831594980586315,0.2257166159606691,0.21171020670078636,0.3211097583989095,0.22762049789259828,0.21929137263945925,0.24381293770893375,0.46780098908697015,0.2936211702577739
theta_239,0.44626964134635705,0.04963586533569591,0.1485677636837417,0.3750165058675353,0.14508872954274726,0.3469610498198124,0.31741709350721514,0.1259299219203408,0.06724671076950402,0.3448247724356156
theta_240,0.10334754839085122,0.007935849945404387,0.08455084104212586,0.38543380815373735,0.37763134126708436,0.047119922116370415,0.25187196340950335,0.3394252100509672,0.46302382858294105,0.21337382478235503
theta_241,0.13320700107119993,0.23070030769336558,0.1877949886793902,0.4320764320100669,0.3390113661425312,0.4128739501255532,0.3146792835630539,0.015910516300082375,0.12192869127565614,0.21528088453521724
theta_242,0.3038209189399195,0.15790679789163076,0.1599054160215505,0.18581914851871725,0.10362559247514694,0.38469785375668664,0.32818560050610335,0.13070083140262953,-0.037883346746766286,0.2912486279233123
theta_243,0.15778895176651037,0.15433521362200037,0.28195365538369854,-0.20208221826130218,0.028300602473671898,0.32862580490152954,0.18341569020062068,0.04898514249520433,-0.13095205520502598,-0.05177179392770848
theta_244,-0.17895446685949445,-0.04287170887392327,-0.054107802044425196,-0.14341584476321664,0.0016076324076556513,0.02606742060002607,-0.2057966272931547,-0.1263161042952195,0.015952452829017912,-0.16383412313359771
theta_245,0.048832310124419895,-0.0945001967032083,-0.07439180362847495,-0.1598152652889288,-0.12825993444773767,-0.27184999032004326,0.04048637266204904,-0.18890935047695454,0.24918016129010823,-0.06284248747626703
theta_246,-0.2780737276698668,-0.3106484353433072,0.017559440340658157,-0.04813489830426223,-0.11325417916074802,-0.4669582815113011,0.20728854993089438,-0.1316951241011653,-0.09955436723711578,-0.08596911743045253
theta_247,0.03278561607269534,-0.27780732777647715,0.13580301117687846,0.08911188752912949,-0.179530962902371,-0.15208983263595197,0.28072369987833423,-0.3945053672774189,-0.09793603247339729,-0.2745641521029477
theta_248,-0.31828171720084214,0.180021426471759,-0.03803750474921018,0.08733889169811664,-0.12921624091537737,-0.292620141858942,0.18849606300681931,-0.1788199046827255,0.16068645515082083,-0.2845868401409406
theta_249,-0.23553628878048788,-0.06470194927237458,0.09568259593091143,-0.13715410667497077,-0.11926279183987769,-0.21010069291367764,-0.03834986697165945,0.014159434243953519,0.23529770674131545,-0.4587264861381082
theta_250,-0.1492794578254554,0.031487599140633135,-0.11317332624530876,0.055660797629877606,-0.26062717240113004,-0.09404904371791958,0.1603889563138068,-0.08791130254847443,-0.17176773351363586,-0.45485174078414503
theta_251,-0.2343518610272376,-0.05019674719234146,0.0022986008544089932,-0.04590448738754105,-0.13955974117813955,-0.24227519220248248,0.02161861221160134,-0.23982222220515606,-0.10760896957822565,-0.4735944324121552
theta_252,-0.3996985056949828,-0.24514707947916758,0.1606783843981038,0.20933455221229455,0.15399593735797645,-0.18330851312674332,-0.018182068303137587,-0.14873468914939203,-0.23122612738162027,-0.26837238383119616
theta_253,-0.38399204881834886,-0.05581314473962244,0.1714740252369785,-0.004738734734644112,-0.23836841204726156,-0.17466945148333773,-0.12361234437907848,-0.1046806298050445,-0.16865107155254733,-0.03660675117686308
theta_254,-0.4122292829265248,-0.188108592711233,-0.18743566363218728,-0.10400950073243005,0.010901605176449539,-0.21112820244180777,-0.2237608586389839,-0.3042839886350741,-0.06429614000866796,-0.21040538216201773
theta_255,-0.03685563151207234,0.003349398362690925,-0.03291690001665584,-0.257041265641278,0.0670532781540878,-0.25993555884392844,-0.19720720591236304,-0.2335777851691662,0.08917525974292108,-0.02849082999952686
theta_256,0.09858401098627158,-0.17851558905865716,0.03373036206417607,0.20330117523281338,0.034641971904871824,-0.03415646387617102,0.13617415301311897,0.2067801528142954,-0.16459813365952786,0.060116564036350545
theta_257,0.30037993467201474,0.32494889682617634,0.2291971992676543,0.23395231654771104,0.09943273471270803,-0.005070555825309626,0.19013154353258602,0.2350775208885329,0.4281507949981601,0.2362466482996489
theta_258,-0.01174721977323948,0.3440836846456516,0.0889712592610008,0.11992244934294496,0.3609120248354725,0.4391351568300235,0.3377880817602343,0.3214177533169523,0.34628827177298294,0.20789902634445323
theta_259,0.2440047266138191,0.43655971166407026,0.04949667963451496,0.4536569626778258,0.34090253702919127,0.13664410203930116,0.35690112378394395,0.2752408007947535,0.3738152508507048,0.2193713719575231
theta_260,0.2208356709456432,0.15261240984712252,0.2737223542084256,0.22111181461163162,0.33119077636838384,0.19032765640250268,0.029115269958510732,0.3804933604569763,0.47287132176202773,0.32088990444560034
theta_261,0.4605928737783859,0.4466271286599211,0.21876334146994,0.06952131907476201,0.4085196130883044,0.12853895491472314,0.24153973795347125,0.39668103452049736,0.4455162774067405,0.4517030744869797
theta_262,0.3242621987849846,0.15942153417136587,0.33879376013202417,-0.036819166942395114,0.30304519444738165,0.1956485114898538,0.4310878404691871,0.15794588101743842,0.2918870816148888,0.3518164979055705
theta_263,0.08712739098187318,0.24754852284857454,-0.17388122157591782,-0.07503871262429541,0.23577037841196433,0.0029208285449303035,-0.22713202484177616,-0.02496018728380721,0.22741679212579227,-0.07226981285476565
theta_264,-0.01757951382013855,0.1579383814167989,0.17116635084167525,-0.11105033273413839,0.0992748312071942,-0.11542846479856203,-0.23984536691424893,0.1327524333529198,-0.3164470464601232,0.011793539590759636
theta_265,0.07690737721639733,0.04463957252796641,-0.06879072631946069,-0.22653974112198993,0.029700157075388357,-0.23972848470215014,0.09333591966823294,-0.23667530340188928,-0.17584376733913648,0.047379480731123684
theta_266,-0.24862078546925637,-0.22597541346146777,-0.040554971681347286,-0.10337702420428943,-0.12049265753007848,-0.2057560100799507,-0.09017152923331742,-0.024876253661170987,-0.11796844122068575,0.13419388078277392
theta_267,-0.3717054653065215,0.20653158133695912,-0.26186239397399097,0.0042696413211149855,-0.3915085335047817,-0.08609158251141892,-0.021451340642477425,0.07550632667041136,0.04282937567521479,0.12084746627557807
theta_268,-0.4464979619799356,-0.2306501031395147,-0.17471611079521407,-0.06771539322463142,-0.3601554208479221,-0.28897383216648104,-0.08286520750842986,-0.08868363515000717,0.13879228951005937,0.07864351699729806
theta_269,-0.0654061762665701,0.09742346572811136,0.005768941862341153,0.07760136549775223,-0.013830946522442739,0.09824165994704866,0.018334792824087415,-0.16458318922349788,0.09537384435912646,-0.06468390734277667
theta_270,-0.09217200483986795,-0.24246644611808194,-0.10414169713190422,0.22456966039970258,0.091779072837176,0.20084818141302083,-0.09708384683627462,-0.3318506671094248,-0.12831845445859366,-0.22848181927331454
theta_271,-0.445102192049865,0.018962706629673517,-0.14055361027025892,0.08505371923574592,-0.10020630701972053,0.030186912485593333,0.14522886748200006,-0.4101362805728193,-0.23022152829817102,-0.03407799719849696
theta_272,-0.40099644836937626,0.14241867065489353,0.16792450224480976,-0.2588433001953676,-0.26548105995557186,-0.1486390894611924,-0.22472538513692455,-0.30745169459820443,0.0639139614117988,-0.05689029451382775
theta_273,-0.40975353454775565,-0.024037166920065363,0.06516525488305877,-0.3639330374456603,-0.24240384840606752,0.017347368716060834,-0.08365821376925654,0.011126163473578032,-0.29127247808013257,0.2044576414147897
theta_274,-0.2911020909001914,-0.2427919052365541,-0.02291344906710619,-0.059464549730523265,-0.22586841807982536,0.01991595475152181,-0.4214885185565898,-0.15566445227570588,-0.2748845343428335,-0.07645464776657497
theta_275,-0.2657545141076826,0.19356801876452992,-0.08302418399324467,0.11189698702982083,-0.1320214778359922,-0.0025673399704117476,-0.009245441732934302,0.21804837922319492,0.05795461757292887,-0.16979481150706216
theta_276,0.13893539686480347,0.2044531116463937,0.07045937915751323,0.050746834827819776,0.2522266761971966,-0.2107890331734048,0.12249196660240982,-0.11808888216741358,0.059457573339435216,0.3041593781431451
theta_277,-0.04960328287447447,0.36642868137841833,0.35586390006588164,0.05126867433250057,0.28790778204649403,-0.03964591305808147,0.04372719529816341,0.2558991493787372,0.0939599674234819,0.012957217289552321
theta_278,0.15102609373487538,0.011175315267213944,0.15537183579804306,0.0692085839248827,0.11912354097180992,0.29479632148654433,0.4646408572018265,0.33088052320493483,0.3967558429645672,0.08535723246214008
theta_279,0.19194517170594044,0.4734194635824036,0.17001325058629913,0.017377356429850794,0.47469956428424287,-1.0795244940609163e-05,0.10655426061810896,0.18696755867303042,0.3844628251785696,0.22077207282932143
theta_280,0.2993307409897318,0.4174391434419328,0.406057415710206,0.48032014472173873,0.43782349475935745,0.22399130952140986,0.38287825430976885,0.44282218009353463,0.30584646493034906,0.49079082664284357
theta_281,0.37165054630749544,0.3875015448042801,0.21957020925559523,0.34212950363725664,0.3680214636849611,0.07518896464227215,0.4888178738850372,0.03515593784065026,0.26821644171478215,0.3966499536364307
theta_282,0.2940781955130141,0.3550112263351653,0.0841005603817661,0.4721188912868554,0.38830461288848406,0.32497449386856647,-0.01806674643915749,0.05558733984645858,0.2654188863357759,0.3801835224899786
