,values
learning_rate,0.001
min_residual,0.0001
max_tries,100000.0
exp_reg,0.0
pol_reg,1.0
polynomial_degree,8.0
residual,0.0004022668801157227
theta_0,-48615.36678927519
theta_1,1033.2021801446585
theta_2,13.552010781188413
theta_3,0.11040810088021956
theta_4,0.0008055355776248854
theta_5,5.773476524484099e-06
theta_6,4.200534007836536e-08
theta_7,3.1337747885978354e-10
theta_8,2.395591349467831e-12
