,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
label_1,0.9762872524612022,1.6056560843399832,1.2934742371135861,0.985315103730762,0.6805462079228187,0.3968194891934085,0.3237079097366184,0.3756317571791535,0.3220180879376804,0.3865263350949315,0.3073137375205786,0.35264248520607383,0.3113540364749206,0.38113406905690456,0.2905432339849964,0.32589573395841004,0.30221332452998084,0.3780739443564296,0.2743077342608816,0.2991774517565896,0.290777051646425,0.36502736354966714,0.26302595520779176,0.28720051396067875,0.27903400650077276,0.3493562073083579,0.2536347518778637,0.2794392613549274,0.26731700069961617,0.3320645278559382,0.24574588753567458,0.2747142709885779,0.25639152209925065,0.31601335901739736,0.23815789603366097,0.2691499956415945,0.24566771898192205,0.29914363543958783,0.23128044264540842,0.2641188658014698,0.23539463570480235,0.2826706174259512,0.22475303389419418,0.25857677090502035,0.22567158029035303,0.26696305480687327,0.21829534280352145,0.25197919229425847,0.21665658259649567,0.2525683215345438,0.21162599293554463,0.24377608623251262,0.20856615433442233,0.2400863795248906,0.2047291798873913,0.23417392503247378,0.20121992592624796,0.22903056157067525,0.19781414947083534,0.22398469576811503,0.19432143567542937,0.21864981034241646,0.19106510998129822,0.21378094957197383,0.18769586115179543,0.2086038391695013,0.18453313662004592,0.20382619247229486,0.1812743447720798,0.19882122431049715,0.17817718168233354,0.1941251823568192,0.1750013953197969,0.18925953715398436,0.17195513592764103,0.18466150380416144,0.16884402336791118,0.17995634085955553,0.16583240382652822,0.17547065489465233,0.1627723861292991,0.1709405421732429,0.15979232016205921,0.16661118032568248,0.15678539967484914,0.16230285357507251,0.1538493538511585,0.1581937151915721,0.1509146425733761,0.1541733564162705,0.1480542015056775,0.15036542001119954,0.14523156147282676,0.14671310689179565,0.14250104319142043,0.1432970969717189,0.13985299755270209,0.1400958203622144,0.1373277992311216,0.13715488767943146,0.1349318558895932,0.13446626325916722
label_2,0.3425264160306161,0.3825418573320695,0.37375879706076176,0.5037075657362817,0.31965694255923227,0.3192932572877219,0.3215380775447434,0.3365060589144237,0.34802577012106023,0.44111795677849647,0.31840743313079267,0.34592617361788797,0.34620036803908943,0.4525748436982314,0.3043795123882424,0.3152124877360145,0.32615180916860714,0.4012283343315722,0.31243448874172774,0.3621611255607716,0.32409514178533483,0.4103176890508963,0.29799267930182954,0.3285456876039325,0.3220834911899802,0.418185621837311,0.28569924131560537,0.30222950400393245,0.3099350346612952,0.39222274821575226,0.28570909037373,0.3176573255643549,0.30730735806021253,0.39652477693751387,0.27512928121811603,0.2962578631447227,0.298930515904546,0.38159631710626907,0.2718275333478412,0.2986907080152459,0.29362932630567323,0.37577088893933036,0.26553730906974105,0.2905220003846493,0.2867745028281141,0.36442621456316887,0.26152023970442695,0.2891651733505363,0.28056386817008944,0.3545731498073416,0.25721068392948443,0.2861978975534846,0.27425843898151486,0.3440151307751079,0.2534518333246028,0.28432395389188775,0.2679809696319314,0.3331639339020949,0.25000013385982073,0.282787763933547,0.2617199211427434,0.3220276690265827,0.24685095582643818,0.28153011884961837,0.2554827020064893,0.3106804918128985,0.24388334746317247,0.2802232798400953,0.24937700672061816,0.29949260935494365,0.2409186689858721,0.2783823003343706,0.24354220207524924,0.2888651833741268,0.23776986660327357,0.27549791902964554,0.2381303112585464,0.27925656520782466,0.23429424821281122,0.27128091753441863,0.23322243161196426,0.27085246881040864,0.2305096775639548,0.26588046880815874,0.2287499950058466,0.26343962664126447,0.22654703789101974,0.25974498133843094,0.22456584804615018,0.256609707675717,0.22254573108285403,0.2533120662389758,0.22054331338611816,0.25003904655711423,0.2185848591851264,0.24683280887653902,0.21661620240978524,0.243581545536195,0.21468848675334495,0.240402479310557,0.21275879142722798,0.23720189516872153
label_3,0.5943378668835603,1.1211724829616776,0.7132318062698363,0.37856461277089787,0.4106404860044913,0.5823304831543166,0.35376426482101414,0.36186922502271307,0.3864947066047827,0.5204867023527133,0.3594015573622854,0.42590114503983856,0.4061502297384305,0.621187373720574,0.33154036893415595,0.33727273632926963,0.37382026649284816,0.3984405623120523,0.623784295019896,0.32276807555325165,0.33620796305593703,0.40973207284892604,0.3719690922088664,0.5593428016037305,0.3034918030282172,0.3012129740617972,0.2989716859167656,0.29674592674128447,0.2945915557620612,0.29250516577218083,0.2907346550477038,0.29001255117179625,0.29250663143230804,0.3104025554464441,0.3372950393013117,0.49548624256787827,0.2813784968323121,0.2900495771163185,0.30989069646307055,0.4142999218917387,0.30223434205430044,0.3951912496576912,0.30613862886245025,0.41864500687714806,0.2870534269207029,0.35663282706868066,0.3133790607659463,0.45931010797521554,0.26050402862057254,0.27360041781006383,0.29342522969623475,0.4041030419440946,0.27071789401919677,0.3299832921990134,0.30051676560232615,0.44038272035935644,0.2474380866033046,0.26046771030188465,0.27748216317012653,0.3745326618423111,0.26318635922346717,0.33138864968554976,0.27813323581337945,0.38736636248060824,0.24747129057300846,0.28937104981997275,0.2798157054752595,0.4013561242188293,0.2336683528180936,0.2545169549090377,0.26504279520870966,0.36256661674963203,0.2396343645983562,0.2851404315266163,0.26354606766093297,0.3649275242841664,0.2302458944830915,0.26434265424826014,0.25677059609222375,0.350365933968933,0.22777631175677074,0.2650956769606484,0.24984689606201516,0.33508149268804666,0.22576627205041105,0.2662926805179415,0.24268625187870685,0.3189398661093678,0.22414362537900445,0.2677051199381713,0.235418273369953,0.30244967351092417,0.2225369133778181,0.26829151545222685,0.22836039764989124,0.2866101339927376,0.22042390901042933,0.26672715319253015,0.22195303374643616,0.27266086421357183,0.2174120646350806,0.26219509778589756
label_4,0.6135193258439579,0.9593819357147316,0.7375215729593714,0.5208128931449183,0.3301814118183912,0.28810443583656764,0.29931669420158014,0.28717268106194166,0.3025385340915487,0.2832826663705724,0.2981016863689652,0.2796029126832554,0.2942388686769198,0.2760643773050788,0.2905609327490777,0.2722842219281597,0.28610332613558487,0.26890642895424993,0.2826647807454096,0.2654866836713456,0.27903812557290375,0.26205305625788455,0.2751619744083485,0.2586437329388818,0.2713466757352921,0.25548295248519415,0.2680598458245911,0.25221508424311545,0.26442928135835886,0.24921205699857746,0.26137193482193005,0.24593056003633898,0.2574633872716843,0.24299242637499063,0.25446378377924267,0.24001749529390212,0.25120674010942157,0.23712710495452516,0.24801930476155562,0.2340958604890862,0.24452767539362116,0.23136893640878659,0.24157546355327736,0.22844583338729366,0.23822964029978969,0.2257692196351829,0.23525707327147657,0.22295365786694044,0.2319596725450679,0.22023595083189945,0.22882390378178383,0.21756654807010542,0.22575147908577164,0.2149593995206974,0.22279544420251232,0.21239227638327607,0.21980809362129475,0.2097718680846914,0.2167201745604565,0.20728591191698115,0.21384317549783038,0.20480005527878792,0.21096948521222117,0.20237078889982793,0.20810985153750275,0.19990150981074936,0.20520135599882525,0.19756660717530242,0.2024725433129571,0.1951250399443652,0.199552097360622,0.19284663478041855,0.19689633015909339,0.19051181129976585,0.1941508721880241,0.188298775888025,0.19156425292027868,0.18600221001771125,0.1888537296107419,0.1838474371653008,0.18635261498553507,0.18162404448816974,0.1837525158179818,0.17952532996630147,0.18133277987782076,0.17737589205046053,0.17884757234177062,0.17533154750460334,0.17651270577710448,0.17325903663216172,0.17414996465344174,0.17127152497602,0.1719089558281994,0.16928012302923162,0.1696769426037568,0.16735668977647233,0.16754372356448274,0.165451878489999,0.16545051967365346,0.16360426314832285,0.1634417985845699,0.16179291813335828
label_5,1.625455883013738,1.7573871022266896,1.542314951780736,1.331910823103463,1.1242537803359638,0.9192531690927304,0.7154143768759196,0.5153868783178862,0.33615161572991153,0.288024230216839,0.2943094972003883,0.2896103882821775,0.29963824876340067,0.2888723772025218,0.2998725167124036,0.2874867117412105,0.2989572025629273,0.28600402757002213,0.29721100545457907,0.2839779637493747,0.2943387738365973,0.28252644880523875,0.29322532134013796,0.28104547921858886,0.2916825402418774,0.27949348368028964,0.28980136473248935,0.27765387329532554,0.2873968414631922,0.27608824946580923,0.2855259917132428,0.274582190794251,0.28410012869044116,0.27320817847592843,0.2826039398462673,0.2715205290978077,0.28051119452891926,0.27004339044885356,0.27886849098285815,0.2686051157986766,0.27730359572985747,0.26709377911512805,0.27558194773008154,0.26562890255017035,0.2738420724956157,0.2641160841180398,0.2721269063679349,0.2626918975956558,0.2705584037625514,0.26131274137068056,0.2690353924277999,0.25985142875028683,0.2673848285724188,0.2584991674693078,0.26586794939085984,0.2570332064686677,0.26420944448355194,0.25572421946262597,0.26277691513268064,0.254296937007657,0.26118120420901253,0.2530061837433988,0.25976992181811537,0.25161408919046613,0.2582272359497354,0.2503436285028821,0.25684733663849113,0.24897676869412647,0.25533415092412703,0.24772759426977672,0.2539944423758691,0.24639486962318777,0.2525263080854292,0.24514943322057395,0.25117266917986286,0.24383644505656366,0.2497247793234506,0.2426017744644052,0.24838294663021898,0.24130937918080253,0.246952838710308,0.24007965182357868,0.24560806006912675,0.23880579902448412,0.24419549330020215,0.23758272379080403,0.24285294227901857,0.2363281178071567,0.24146100374152726,0.2351134649719157,0.24012516023416386,0.23387876353047296,0.2387565413875043,0.2326737538339296,0.23742993424936956,0.23145879449870216,0.2360855085570164,0.23026441463506978,0.23476969583148327,0.22906805774918756,0.23344825937805302,0.2278853925434601
label_6,0.9695266187773854,1.6386641432122728,1.305923388751113,0.9792087945882209,0.6578645435511101,0.37333663764318964,0.3621583941725063,0.47132959691304505,0.3161828248966768,0.3242038844817374,0.3345189468647207,0.40546490289958886,0.32359570698126877,0.38172607727755603,0.3257767250412131,0.4029785562716181,0.3071396687630856,0.3516760549790985,0.32073520950955414,0.41138961021745174,0.28796069191411555,0.31109392791544715,0.3119987287611525,0.4054115579048595,0.2754411763353535,0.2930086141552047,0.2981493047821839,0.3814300926338397,0.26995622814805775,0.29797522235259555,0.29072409452140935,0.3771236898341575,0.2579592400384965,0.27946131198487745,0.27895430568326124,0.35767124759456426,0.25195420750108455,0.27969795361960303,0.27023629919012226,0.34693299714020315,0.24317954934286043,0.2695609116486664,0.26028129286583396,0.3311299156369034,0.23672537227069745,0.2656792714375143,0.25055085391757115,0.3151384240105546,0.23092145437383607,0.26277561384843373,0.24084866016473044,0.29859938263261476,0.22549705495936412,0.2595941149446494,0.23116803684393045,0.28148175963906313,0.22036533860592714,0.25621649936290625,0.22193535335053702,0.2653815606290648,0.21487214765787496,0.2506377367338394,0.21341115439785627,0.2508522761992953,0.2088267398416093,0.24285133306513382,0.2057795793460581,0.23839615600778713,0.2022831916477623,0.23317475704917662,0.19884101665122547,0.22749680890082852,0.19558068779216656,0.22260599016142174,0.19213443969994382,0.21684514467928942,0.18894869252093036,0.21205341740464537,0.18561041012736013,0.2064802000108457,0.1824084634626334,0.201566255262295,0.17914482217973074,0.1961843092869804,0.17594995155681079,0.19126284737749166,0.1727390679678893,0.18607619666433822,0.1695580025905598,0.18121772153099336,0.16639025468399757,0.17625700649862586,0.16323732263325227,0.17154381565941623,0.16011641899931506,0.16685809972782295,0.15701700242610614,0.16238665340017472,0.15396554528443523,0.15804319054539293,0.15095964442984905,0.1539205976612679
label_7,0.9111256117017158,1.353757457464011,1.1195453762685046,0.8891550466054727,0.6618880877002056,0.4424771633621254,0.2856290635310755,0.28502261274254637,0.2943827492162509,0.28710374611594275,0.30572802701646273,0.28362765365167125,0.3029651773847835,0.2795523975609715,0.2982570478236263,0.2756498168182983,0.29402512915246,0.2720161833023747,0.29041671863709495,0.26833050138635456,0.28637106418784014,0.26435751580921396,0.2813707988971625,0.2607916857019258,0.277497106975988,0.2573691794697478,0.2739562817559453,0.2539314012616766,0.27032481876400644,0.2506389977563795,0.2667432580502538,0.247114969010354,0.2625867100295193,0.24390967717645873,0.2590200713923732,0.2405993628785825,0.25526320511981737,0.237601749814923,0.2520347502829422,0.23430522319164698,0.24806900530436427,0.23132504523903166,0.2446713976442866,0.22823154260641387,0.2410747265640897,0.22531826331417584,0.23766847757788379,0.22230619343888822,0.2340734854153193,0.21951785981881983,0.23084881727937676,0.21658866202819138,0.22728380478898322,0.21384645334690225,0.224029794224953,0.21101522626227592,0.22055664036689668,0.20837929423729262,0.2174519880223003,0.2056345603062413,0.21404403292816251,0.20303050179783583,0.21089427429496868,0.2003734543608761,0.20758675741827431,0.19784368865343016,0.20452994971419527,0.19526389709302588,0.2012982986175498,0.19279498633079742,0.19831331686541206,0.1902975804951808,0.19518900349891666,0.1878676508951239,0.19223328924076755,0.18544752991594698,0.1892276880397415,0.1830780924875203,0.1863652092611902,0.18073340774746421,0.18348377784450984,0.1784241523087943,0.18071980549800595,0.17615413037734898,0.17797518032616566,0.1739143096952381,0.1753340078589016,0.17172290836356247,0.17274147148351315,0.16956440998924616,0.17024799858773454,0.16746140080263258,0.16782711861025526,0.1654000615737265,0.16550710183161266,0.16340108937666195,0.1632785436750572,0.1614559732938,0.1611549961628265,0.15958016326700164,0.1591346814089789,0.1577701765801574
label_8,1.3387081836366796,2.0778560519115215,1.7053029017691883,1.3400647176896794,0.9796544691608391,0.626206035911041,0.34744089817706164,0.363879260634207,0.4519984143172417,0.3610227233467191,0.4514939714174824,0.3545679886433688,0.4388973014994026,0.3553722232158417,0.4524558660538441,0.3410862912514963,0.4080929811436014,0.3580647155360191,0.48105802116895563,0.31803121521408195,0.34040087216530673,0.35694758820784295,0.4934602388927437,0.3050925678108839,0.31042311036539294,0.3226516929602747,0.38779294921849783,0.3387939301025562,0.45515930871224436,0.3017954904139069,0.32753916508395703,0.339741556419889,0.47268557347127066,0.28817689425786897,0.2940483941305033,0.30629313070019887,0.3703234205559805,0.3203522766298639,0.4275267062262375,0.2885124761436781,0.32068167069163617,0.3235413507827109,0.4505434972019744,0.27334635406975355,0.2809595203469491,0.2934302419555794,0.3603550568252491,0.30001048546286396,0.38935654297732447,0.28178730946718533,0.33252583629148846,0.30197783534140593,0.4068622074082643,0.2663400422301766,0.2910690928719331,0.29707731355707506,0.4006186731375391,0.26077284957290114,0.28419506955754364,0.2900190065586269,0.38700744059324155,0.2580074733959474,0.28615402689139924,0.2854350286516474,0.3807845054019339,0.25287793495526184,0.2796237463885087,0.2788853675341418,0.3679714396332963,0.25037776783415716,0.2812045581282874,0.27360284016794584,0.3588203265823732,0.24673524775583638,0.27840298009444797,0.2677515547659939,0.3475951044449925,0.24408801916477058,0.278270899868664,0.2619564953997916,0.3363338561221576,0.24161825130033307,0.2780985048010465,0.2560953472746223,0.3246929245916087,0.2394092587694417,0.2781617382161676,0.2502050635864671,0.3128265987627593,0.23733228906867038,0.2780768753414131,0.24439136476926296,0.301083576911291,0.23518519570574736,0.27728764238026676,0.2388355883198973,0.2900084610230671,0.23273633849027028,0.275207185208381,0.23373207745358474,0.28014254054646115,0.22984219670854505
label_9,0.7833393166701355,1.3728834269644998,1.0583449712872581,0.7492395968384098,0.45500507698874737,0.32134965881455096,0.33505634228282033,0.3438840376417078,0.4200266557620656,0.32467472655516066,0.361005316545138,0.34290529802470915,0.42908076681944185,0.31320334756724877,0.3348298080101311,0.33644442062715224,0.41895025967989447,0.3090311221749355,0.33303820280556223,0.33159519884198496,0.4139409423369499,0.303425607608775,0.3257810322461099,0.32533749010958357,0.4034113781356118,0.30014445064306006,0.32586448924869815,0.3206653550328514,0.3980532131053615,0.29555142340718477,0.3210876127724645,0.31539862687930875,0.3899967310306536,0.2919443586791317,0.31893519102668444,0.31075578824300115,0.3837657386864583,0.2881153138587193,0.3156629568644319,0.30590940085597884,0.37618540509733406,0.28488633595718765,0.31377661281739566,0.30125360179840804,0.36889110374883594,0.2817333016879508,0.31165653892950845,0.29664607302778034,0.361373310827,0.27887519119510523,0.30998706776215196,0.2920704837236279,0.3536504479259297,0.27633851219141103,0.30894023145625443,0.2875405430013766,0.3457859629199358,0.27395031064433684,0.3078715304741232,0.2830809226693299,0.33790404608216934,0.27181483066907086,0.30722647171568873,0.2786866866064009,0.32998733858167356,0.269727231461745,0.3062854693094394,0.27448258222544575,0.3224427821708333,0.26760519487327233,0.30488497163277134,0.2705060354659843,0.31538560244255204,0.2654694682012126,0.30317972713645525,0.2667867638975844,0.308906521521892,0.2631835138520326,0.3007422756765095,0.2634013444874904,0.3032203317342266,0.2607797434817101,0.29776090433651614,0.26030199137477417,0.29818017869658076,0.25829980619860804,0.2943717010729579,0.25743633079869144,0.2936323518264469,0.2557966315888046,0.2907468651975585,0.25474504032489576,0.28941350882970174,0.25331451931780247,0.28702749006840533,0.25218255642700654,0.28540649837792037,0.2508792423764618,0.28329981176598845,0.2497216055106757,0.2815485107899533,0.24850104709237755
label_10,0.4706195920974484,0.7036270870830492,0.3871674120542592,0.3808179928555542,0.385046284984835,0.4462427670695669,0.46746897965139045,0.8231109598785747,0.40304120199665006,0.442157262693268,0.7913035647959107,0.3759480126634226,0.4169043272277759,0.7541512247376377,0.34462829412785106,0.38802414946937414,0.697103507537081,0.30454072372552765,0.3487793940121369,0.6012424265664751,0.2574039233539198,0.2643899438663926,0.3157373511446566,0.33068292998340143,0.5841290289085805,0.23524246844585536,0.24698107220639806,0.31437621169748786,0.29239000956593225,0.4915663900946288,0.20634924697000823,0.20360647288436987,0.20223127201110044,0.20592574765444782,0.21566168473337077,0.2665660115694005,0.24978959680102397,0.3866982669834477,0.19286856765798502,0.21627702266659787,0.22113485260237248,0.309906927237702,0.20123073648393097,0.2567014516034697,0.20645485629412266,0.27536287085721645,0.19211863401391327,0.23971859782390703,0.1906069198315518,0.23840027122048438,0.18227754537278756,0.21943508295605937,0.1765948799640926,0.20761105957195986,0.16977509550812048,0.1933441065311851,0.1634607947562618,0.1812520429742508,0.15677486911992064,0.1687599108735879,0.1504555917384276,0.15808755101699506,0.14414716349008702,0.14804987727327432,0.13838770798513755,0.1398996020260642,0.1330573035116907,0.13288423284923825,0.12848083616755562,0.12759693620415527,0.12460823575115722,0.12339732918110194,0.12146539957626022,0.12030739017791135,0.11890243448092667,0.11784756745900667,0.11680243547757686,0.11589180991280035,0.11499773228158931,0.11417062364895574,0.1133811563812809,0.11262267569636235,0.1118797325609535,0.1111600599944122,0.1104582567467175,0.1097726194012733,0.109097580244614,0.10843739123250944,0.10779034423293143,0.10715458337573554,0.10653031870515446,0.10591599464087112,0.10531561385397999,0.10472178085555811,0.10414210732905091,0.10356726399333,0.10300884450894532,0.10245188666455084,0.10191247604258462,0.10137245014473394,0.10085210146999407,0.10032794110332065
